Mod:Item:MetaData, Localized Name
gregtech:gt.meta.minecartWheels:600, oredict.minecartWheelsNeodymium.name
gregtech:gt.meta.minecartWheels:740, oredict.minecartWheelsTungsten.name
gregtech:gt.meta.minecartWheels:760, oredict.minecartWheelsOsmiumElemental.name
gregtech:gt.meta.minecartWheels:770, oredict.minecartWheelsIridium.name
gregtech:gt.meta.minecartWheels:780, oredict.minecartWheelsPlatinum.name
gregtech:gt.meta.minecartWheels:790, oredict.minecartWheelsGold.name
gregtech:gt.meta.minecartWheels:820, oredict.minecartWheelsLead.name
gregtech:gt.meta.minecartWheels:830, oredict.minecartWheelsBismuth.name
gregtech:gt.meta.minecartWheels:900, oredict.minecartWheelsThorium.name
gregtech:gt.meta.minecartWheels:920, oredict.minecartWheelsUranium.name
gregtech:gt.meta.minecartWheels:921, oredict.minecartWheelsUranium235.name
gregtech:gt.meta.minecartWheels:940, oredict.minecartWheelsPlutonium.name
gregtech:gt.meta.minecartWheels:943, oredict.minecartWheelsPlutonium241.name
gregtech:gt.meta.minecartWheels:945, oredict.minecartWheelsPlutonium243.name
gregtech:gt.meta.minecartWheels:950, oredict.minecartWheelsAmericium.name
gregtech:gt.meta.minecartWheels:951, oredict.minecartWheelsAmericium241.name
gregtech:gt.meta.minecartWheels:1740, oredict.minecartWheelsNaquadah.name
gregtech:gt.meta.minecartWheels:1741, oredict.minecartWheelsNaquadahEnriched.name
gregtech:gt.meta.minecartWheels:1742, oredict.minecartWheelsNaquadria.name
gregtech:gt.meta.minecartWheels:2220, oredict.minecartWheelsAdamantium.name
gregtech:gt.meta.minecartWheels:8600, oredict.minecartWheelsElectrum.name
gregtech:gt.meta.minecartWheels:8601, oredict.minecartWheelsSterlingSilver.name
gregtech:gt.meta.minecartWheels:8602, oredict.minecartWheelsRoseGold.name
gregtech:gt.meta.minecartWheels:8603, oredict.minecartWheelsAngmallen.name
gregtech:gt.meta.minecartWheels:8604, oredict.minecartWheelsGoldInductive.name
gregtech:gt.meta.minecartWheels:8605, oredict.minecartWheelsCdInAgAlloy.name
gregtech:gt.meta.minecartWheels:8606, oredict.minecartWheelsGildedIron.name
gregtech:gt.meta.minecartWheels:8610, oredict.minecartWheelsBronze.name
gregtech:gt.meta.minecartWheels:8611, oredict.minecartWheelsBlackBronze.name
gregtech:gt.meta.minecartWheels:8612, oredict.minecartWheelsBismuthBronze.name
gregtech:gt.meta.minecartWheels:8613, oredict.minecartWheelsHepatizon.name
gregtech:gt.meta.minecartWheels:8620, oredict.minecartWheelsBrass.name
gregtech:gt.meta.minecartWheels:8621, oredict.minecartWheelsCobaltBrass.name
gregtech:gt.meta.minecartWheels:8622, oredict.minecartWheelsAluminiumAlloy.name
gregtech:gt.meta.minecartWheels:8630, oredict.minecartWheelsSteel.name
gregtech:gt.meta.minecartWheels:8631, oredict.minecartWheelsBlackSteel.name
gregtech:gt.meta.minecartWheels:8632, oredict.minecartWheelsRedSteel.name
gregtech:gt.meta.minecartWheels:8633, oredict.minecartWheelsBlueSteel.name
gregtech:gt.meta.minecartWheels:8634, oredict.minecartWheelsDamascusSteel.name
gregtech:gt.meta.minecartWheels:8635, oredict.minecartWheelsTungstensteel.name
gregtech:gt.meta.minecartWheels:8636, oredict.minecartWheelsStainlessSteel.name
gregtech:gt.meta.minecartWheels:8637, oredict.minecartWheelsHSLASteel.name
gregtech:gt.meta.minecartWheels:8638, oredict.minecartWheelsTungstenCarbide.name
gregtech:gt.meta.minecartWheels:8639, oredict.minecartWheelsHSLASpringSteel.name
gregtech:gt.meta.minecartWheels:8640, oredict.minecartWheelsAnnealedCopper.name
gregtech:gt.meta.minecartWheels:8641, oredict.minecartWheelsDeepIron.name
gregtech:gt.meta.minecartWheels:8642, oredict.minecartWheelsPigIron.name
gregtech:gt.meta.minecartWheels:8643, oredict.minecartWheelsWroughtIron.name
gregtech:gt.meta.minecartWheels:8644, oredict.minecartWheelsIronCompressed.name
gregtech:gt.meta.minecartWheels:8645, oredict.minecartWheelsIronMagnetic.name
gregtech:gt.meta.minecartWheels:8646, oredict.minecartWheelsSteelMagnetic.name
gregtech:gt.meta.minecartWheels:8647, oredict.minecartWheelsNeodymiumMagnetic.name
gregtech:gt.meta.minecartWheels:8648, oredict.minecartWheelsDarkIron.name
gregtech:gt.meta.minecartWheels:8649, oredict.minecartWheelsMeteoricIron.name
gregtech:gt.meta.minecartWheels:8650, oredict.minecartWheelsMeteoricSteel.name
gregtech:gt.meta.minecartWheels:8651, oredict.minecartWheelsSteelGalvanized.name
gregtech:gt.meta.minecartWheels:8652, oredict.minecartWheelsTungstenSintered.name
gregtech:gt.meta.minecartWheels:8661, oredict.minecartWheelsInvar.name
gregtech:gt.meta.minecartWheels:8662, oredict.minecartWheelsCupronickel.name
gregtech:gt.meta.minecartWheels:8663, oredict.minecartWheelsNichrome.name
gregtech:gt.meta.minecartWheels:8664, oredict.minecartWheelsKanthal.name
gregtech:gt.meta.minecartWheels:8665, oredict.minecartWheelsMagnalium.name
gregtech:gt.meta.minecartWheels:8666, oredict.minecartWheelsUltimet.name
gregtech:gt.meta.minecartWheels:8667, oredict.minecartWheelsTinAlloy.name
gregtech:gt.meta.minecartWheels:8670, oredict.minecartWheelsShadowIron.name
gregtech:gt.meta.minecartWheels:8671, oredict.minecartWheelsShadowSteel.name
gregtech:gt.meta.minecartWheels:8672, oredict.minecartWheelsIronWood.name
gregtech:gt.meta.minecartWheels:8673, oredict.minecartWheelsSteeleaf.name
gregtech:gt.meta.minecartWheels:8674, oredict.minecartWheelsKnightmetal.name
gregtech:gt.meta.minecartWheels:8675, oredict.minecartWheelsFierySteel.name
gregtech:gt.meta.minecartWheels:8676, oredict.minecartWheelsAstralSilver.name
gregtech:gt.meta.minecartWheels:8677, oredict.minecartWheelsMidasium.name
gregtech:gt.meta.minecartWheels:8678, oredict.minecartWheelsMithril.name
gregtech:gt.meta.minecartWheels:8679, oredict.minecartWheelsThaumium.name
gregtech:gt.meta.minecartWheels:8680, oredict.minecartWheelsDarkThaumium.name
gregtech:gt.meta.minecartWheels:8681, oredict.minecartWheelsVoidMetal.name
gregtech:gt.meta.minecartWheels:8682, oredict.minecartWheelsOsmiridium.name
gregtech:gt.meta.minecartWheels:8683, oredict.minecartWheelsSunnarium.name
gregtech:gt.meta.minecartWheels:8684, oredict.minecartWheelsTrinaquadalloy.name
gregtech:gt.meta.minecartWheels:8685, oredict.minecartWheelsChromiumDioxide.name
gregtech:gt.meta.minecartWheels:8700, oredict.minecartWheelsAluminiumBrass.name
gregtech:gt.meta.minecartWheels:8701, oredict.minecartWheelsAredrite.name
gregtech:gt.meta.minecartWheels:8702, oredict.minecartWheelsAlumite.name
gregtech:gt.meta.minecartWheels:8703, oredict.minecartWheelsManyullyn.name
gregtech:gt.meta.minecartWheels:8704, oredict.minecartWheelsVibraniumSteel.name
gregtech:gt.meta.minecartWheels:8705, oredict.minecartWheelsVibraniumSilver.name
gregtech:gt.meta.minecartWheels:8706, oredict.minecartWheelsVibramantium.name
gregtech:gt.meta.minecartWheels:8707, oredict.minecartWheelsArdite.name
gregtech:gt.meta.minecartWheels:8708, oredict.minecartWheelsSignalum.name
gregtech:gt.meta.minecartWheels:8709, oredict.minecartWheelsLumium.name
gregtech:gt.meta.minecartWheels:8710, oredict.minecartWheelsEnderium.name
gregtech:gt.meta.minecartWheels:8711, oredict.minecartWheelsElectrumFlux.name
gregtech:gt.meta.minecartWheels:8718, oredict.minecartWheelsBedrockHSLAAlloy.name
gregtech:gt.meta.minecartWheels:8719, oredict.minecartWheelsOsmium.name
gregtech:gt.meta.minecartWheels:8720, oredict.minecartWheelsManasteel.name
gregtech:gt.meta.minecartWheels:8721, oredict.minecartWheelsTerrasteel.name
gregtech:gt.meta.minecartWheels:8722, oredict.minecartWheelsElvenElementium.name
gregtech:gt.meta.minecartWheels:8725, oredict.minecartWheelsPulsatingIron.name
gregtech:gt.meta.minecartWheels:8726, oredict.minecartWheelsVibrantAlloy.name
gregtech:gt.meta.minecartWheels:8727, oredict.minecartWheelsConductiveIron.name
gregtech:gt.meta.minecartWheels:8728, oredict.minecartWheelsEnergeticAlloy.name
gregtech:gt.meta.minecartWheels:8729, oredict.minecartWheelsEnderiumBase.name
gregtech:gt.meta.minecartWheels:8730, oredict.minecartWheelsElectricalSteel.name
gregtech:gt.meta.minecartWheels:8731, oredict.minecartWheelsDarkSteel.name
gregtech:gt.meta.minecartWheels:8732, oredict.minecartWheelsSoularium.name
gregtech:gt.meta.minecartWheels:8750, oredict.minecartWheelsDesh.name
gregtech:gt.meta.minecartWheels:8751, oredict.minecartWheelsDuranium.name
gregtech:gt.meta.minecartWheels:8752, oredict.minecartWheelsTritanium.name
gregtech:gt.meta.minecartWheels:8765, oredict.minecartWheelsCeruclase.name
gregtech:gt.meta.minecartWheels:8766, oredict.minecartWheelsAtlarus.name
gregtech:gt.meta.minecartWheels:8767, oredict.minecartWheelsOureclase.name
gregtech:gt.meta.minecartWheels:8768, oredict.minecartWheelsKalendrite.name
gregtech:gt.meta.minecartWheels:8769, oredict.minecartWheelsOrichalcum.name
gregtech:gt.meta.minecartWheels:8770, oredict.minecartWheelsCarmot.name
gregtech:gt.meta.minecartWheels:8771, oredict.minecartWheelsSanguinite.name
gregtech:gt.meta.minecartWheels:8772, oredict.minecartWheelsVyroxeres.name
gregtech:gt.meta.minecartWheels:8773, oredict.minecartWheelsEximite.name
gregtech:gt.meta.minecartWheels:8774, oredict.minecartWheelsPrometheum.name
gregtech:gt.meta.minecartWheels:8775, oredict.minecartWheelsIgnatius.name
gregtech:gt.meta.minecartWheels:8776, oredict.minecartWheelsVulcanite.name
gregtech:gt.meta.minecartWheels:8777, oredict.minecartWheelsInolashite.name
gregtech:gt.meta.minecartWheels:8778, oredict.minecartWheelsHaderoth.name
gregtech:gt.meta.minecartWheels:8779, oredict.minecartWheelsCelenegil.name
gregtech:gt.meta.minecartWheels:8781, oredict.minecartWheelsDesichalkos.name
gregtech:gt.meta.minecartWheels:8782, oredict.minecartWheelsTartarite.name
gregtech:gt.meta.minecartWheels:8783, oredict.minecartWheelsAmordrine.name
gregtech:gt.meta.minecartWheels:8790, oredict.minecartWheelsTrinitanium.name
gregtech:gt.meta.minecartWheels:8791, oredict.minecartWheelsDraconium.name
gregtech:gt.meta.minecartWheels:8792, oredict.minecartWheelsDraconiumAwakened.name
gregtech:gt.meta.railGt:130, oredict.railGtAluminium.name
gregtech:gt.meta.railGt:220, oredict.railGtTitanium.name
gregtech:gt.meta.railGt:260, oredict.railGtIron.name
gregtech:gt.meta.railGt:470, oredict.railGtSilver.name
gregtech:gt.meta.railGt:740, oredict.railGtTungsten.name
gregtech:gt.meta.railGt:780, oredict.railGtPlatinum.name
gregtech:gt.meta.railGt:790, oredict.railGtGold.name
gregtech:gt.meta.railGt:8600, oredict.railGtElectrum.name
gregtech:gt.meta.railGt:8610, oredict.railGtBronze.name
gregtech:gt.meta.railGt:8630, oredict.railGtSteel.name
gregtech:gt.meta.railGt:8635, oredict.railGtTungstensteel.name
gregtech:gt.meta.railGt:8636, oredict.railGtStainlessSteel.name
gregtech:gt.meta.railGt:8637, oredict.railGtHSLASteel.name
gregtech:gt.meta.railGt:8638, oredict.railGtTungstenCarbide.name
gregtech:gt.meta.railGt:8643, oredict.railGtWroughtIron.name
gregtech:gt.meta.railGt:8652, oredict.railGtTungstenSintered.name
gregtech:gt.meta.railGt:8731, oredict.railGtDarkSteel.name
gregtech:gt.meta.cell:10, oredict.cellHydrogen.name
gregtech:gt.meta.cell:11, oredict.cellDeuterium.name
gregtech:gt.meta.cell:12, oredict.cellTritium.name
gregtech:gt.meta.cell:20, oredict.cellHelium.name
gregtech:gt.meta.cell:21, oredict.cellHelium3.name
gregtech:gt.meta.cell:70, oredict.cellNitrogen.name
gregtech:gt.meta.cell:80, oredict.cellOxygen.name
gregtech:gt.meta.cell:100, oredict.cellNeon.name
gregtech:gt.meta.cell:180, oredict.cellArgon.name
gregtech:gt.meta.cell:360, oredict.cellKrypton.name
gregtech:gt.meta.cell:540, oredict.cellXenon.name
gregtech:gt.meta.cell:860, oredict.cellRadon.name
gregtech:gt.meta.cell:2390, oredict.cellMacGuffium.name
gregtech:gt.meta.cell:3720, oredict.cellGravitonium.name
gregtech:gt.meta.cell:8212, oredict.cellPyrotheum.name
gregtech:gt.meta.cell:8213, oredict.cellCryotheum.name
gregtech:gt.meta.cell:8245, oredict.cellPetrotheum.name
gregtech:gt.meta.cell:8246, oredict.cellAerotheum.name
gregtech:gt.meta.cell:8400, oredict.cellChloroauricAcid.name
gregtech:gt.meta.cell:8401, oredict.cellChloroplatinicAcid.name
gregtech:gt.meta.cell:8402, oredict.cellStannicChloride.name
gregtech:gt.meta.cell:8403, oredict.cellBlackVitriol.name
gregtech:gt.meta.cell:8404, oredict.cellBlueVitriol.name
gregtech:gt.meta.cell:8405, oredict.cellGreenVitriol.name
gregtech:gt.meta.cell:8406, oredict.cellRedVitriol.name
gregtech:gt.meta.cell:8407, oredict.cellPinkVitriol.name
gregtech:gt.meta.cell:8408, oredict.cellCyanVitriol.name
gregtech:gt.meta.cell:8409, oredict.cellWhiteVitriol.name
gregtech:gt.meta.cell:8410, oredict.cellGrayVitriol.name
gregtech:gt.meta.cell:8411, oredict.cellMartianVitriol.name
gregtech:gt.meta.cell:8412, oredict.cellVitriolOfClay.name
gregtech:gt.meta.cell:9790, oredict.cellMilk.name
gregtech:gt.meta.cell:9791, oredict.cellHoney.name
gregtech:gt.meta.cell:9793, oredict.cellHoneydew.name
gregtech:gt.meta.cell:9802, oredict.cellIce.name
gregtech:gt.meta.cell:9803, oredict.cellFreshWater.name
gregtech:gt.meta.cell:9804, oredict.cellSaltWater.name
gregtech:gt.meta.cell:9805, oredict.cellHolyWater.name
gregtech:gt.meta.cell:9820, oredict.cellNitroCarbon.name
gregtech:gt.meta.cell:9821, oredict.cellGlyceryl.name
gregtech:gt.meta.cell:9824, oredict.cellSulfuricAcid.name
gregtech:gt.meta.cell:9825, oredict.cellNitricAcid.name
gregtech:gt.meta.cell:9826, oredict.cellHydrochloricAcid.name
gregtech:gt.meta.cell:9827, oredict.cellAquaRegia.name
gregtech:gt.meta.cell:9828, oredict.cellGlycerol.name
gregtech:gt.meta.cell:9831, oredict.cellNitrogenDioxide.name
gregtech:gt.meta.cell:9832, oredict.cellMethane.name
gregtech:gt.meta.cell:9833, oredict.cellMethaneIce.name
gregtech:gt.meta.cell:9834, oredict.cellSulfurDioxide.name
gregtech:gt.meta.cell:9835, oredict.cellSulfurTrioxide.name
gregtech:gt.meta.cell:9836, oredict.cellCarbonDioxide.name
gregtech:gt.meta.cell:9837, oredict.cellNitrogenMonoxide.name
gregtech:gt.meta.cell:9838, oredict.cellCarbonMonoxide.name
gregtech:gt.meta.cell:9839, oredict.cellHeliumNeon.name
gregtech:gt.meta.cell:9840, oredict.cellBiomass.name
gregtech:gt.meta.cell:9841, oredict.cellBioFuel.name
gregtech:gt.meta.cell:9842, oredict.cellEthanol.name
gregtech:gt.meta.cell:9850, oredict.cellOil.name
gregtech:gt.meta.cell:9852, oredict.cellCrudeOil.name
gregtech:gt.meta.cell:9860, oredict.cellFuel.name
gregtech:gt.meta.cell:9861, oredict.cellNitroFuel.name
gregtech:gt.meta.cell:9862, oredict.cellKerosine.name
gregtech:gt.meta.cell:9863, oredict.cellDiesel.name
gregtech:gt.meta.cell:9864, oredict.cellPetrol.name
gregtech:gt.meta.cell:9865, oredict.cellPropane.name
gregtech:gt.meta.cell:9866, oredict.cellButane.name
gregtech:gt.meta.cell:9871, oredict.cellFishOil.name
gregtech:gt.meta.cell:9872, oredict.cellSeedOil.name
gregtech:gt.meta.cell:9873, oredict.cellSeedOilHemp.name
gregtech:gt.meta.cell:9874, oredict.cellSeedOilLin.name
gregtech:gt.meta.cell:9875, oredict.cellSunflowerOil.name
gregtech:gt.meta.cell:9876, oredict.cellNutOil.name
gregtech:gt.meta.cell:9877, oredict.cellOliveOil.name
gregtech:gt.meta.cell:9880, oredict.cellFryingOilHot.name
gregtech:gt.meta.cell:9881, oredict.cellGlue.name
gregtech:gt.meta.cell:9882, oredict.cellLubricant.name
gregtech:gt.meta.cell:9884, oredict.cellUUAmplifier.name
gregtech:gt.meta.cell:9886, oredict.cellLatex.name
gregtech:gt.meta.chemtube:0, oredict.chemtubeEmpty.name
gregtech:gt.meta.chemtube:10, oredict.chemtubeHydrogen.name
gregtech:gt.meta.chemtube:11, oredict.chemtubeDeuterium.name
gregtech:gt.meta.chemtube:12, oredict.chemtubeTritium.name
gregtech:gt.meta.chemtube:20, oredict.chemtubeHelium.name
gregtech:gt.meta.chemtube:21, oredict.chemtubeHelium3.name
gregtech:gt.meta.chemtube:30, oredict.chemtubeLithium.name
gregtech:gt.meta.chemtube:31, oredict.chemtubeLithium6.name
gregtech:gt.meta.chemtube:40, oredict.chemtubeBeryllium.name
gregtech:gt.meta.chemtube:50, oredict.chemtubeBoron.name
gregtech:gt.meta.chemtube:60, oredict.chemtubeCarbon.name
gregtech:gt.meta.chemtube:61, oredict.chemtubeCarbon13.name
gregtech:gt.meta.chemtube:62, oredict.chemtubeCarbon14.name
gregtech:gt.meta.chemtube:70, oredict.chemtubeNitrogen.name
gregtech:gt.meta.chemtube:80, oredict.chemtubeOxygen.name
gregtech:gt.meta.chemtube:90, oredict.chemtubeFluorine.name
gregtech:gt.meta.chemtube:100, oredict.chemtubeNeon.name
gregtech:gt.meta.chemtube:110, oredict.chemtubeSodium.name
gregtech:gt.meta.chemtube:120, oredict.chemtubeMagnesium.name
gregtech:gt.meta.chemtube:130, oredict.chemtubeAluminium.name
gregtech:gt.meta.chemtube:140, oredict.chemtubeSilicon.name
gregtech:gt.meta.chemtube:150, oredict.chemtubePhosphor.name
gregtech:gt.meta.chemtube:160, oredict.chemtubeSulfur.name
gregtech:gt.meta.chemtube:170, oredict.chemtubeChlorine.name
gregtech:gt.meta.chemtube:180, oredict.chemtubeArgon.name
gregtech:gt.meta.chemtube:190, oredict.chemtubePotassium.name
gregtech:gt.meta.chemtube:200, oredict.chemtubeCalcium.name
gregtech:gt.meta.chemtube:220, oredict.chemtubeTitanium.name
gregtech:gt.meta.chemtube:230, oredict.chemtubeVanadium.name
gregtech:gt.meta.chemtube:240, oredict.chemtubeChromium.name
gregtech:gt.meta.chemtube:250, oredict.chemtubeManganese.name
gregtech:gt.meta.chemtube:260, oredict.chemtubeIron.name
gregtech:gt.meta.chemtube:270, oredict.chemtubeCobalt.name
gregtech:gt.meta.chemtube:278, oredict.chemtubeCobalt60.name
gregtech:gt.meta.chemtube:280, oredict.chemtubeNickel.name
gregtech:gt.meta.chemtube:290, oredict.chemtubeCopper.name
gregtech:gt.meta.chemtube:300, oredict.chemtubeZinc.name
gregtech:gt.meta.chemtube:310, oredict.chemtubeGallium.name
gregtech:gt.meta.chemtube:320, oredict.chemtubeGermanium.name
gregtech:gt.meta.chemtube:350, oredict.chemtubeBromine.name
gregtech:gt.meta.chemtube:360, oredict.chemtubeKrypton.name
gregtech:gt.meta.chemtube:370, oredict.chemtubeRubidium.name
gregtech:gt.meta.chemtube:380, oredict.chemtubeStrontium.name
gregtech:gt.meta.chemtube:390, oredict.chemtubeYttrium.name
gregtech:gt.meta.chemtube:400, oredict.chemtubeZirconium.name
gregtech:gt.meta.chemtube:410, oredict.chemtubeNiobium.name
gregtech:gt.meta.chemtube:420, oredict.chemtubeMolybdenum.name
gregtech:gt.meta.chemtube:440, oredict.chemtubeRuthenium.name
gregtech:gt.meta.chemtube:450, oredict.chemtubeRhodium.name
gregtech:gt.meta.chemtube:460, oredict.chemtubePalladium.name
gregtech:gt.meta.chemtube:470, oredict.chemtubeSilver.name
gregtech:gt.meta.chemtube:480, oredict.chemtubeCadmium.name
gregtech:gt.meta.chemtube:490, oredict.chemtubeIndium.name
gregtech:gt.meta.chemtube:500, oredict.chemtubeTin.name
gregtech:gt.meta.chemtube:510, oredict.chemtubeAntimony.name
gregtech:gt.meta.chemtube:530, oredict.chemtubeIodine.name
gregtech:gt.meta.chemtube:540, oredict.chemtubeXenon.name
gregtech:gt.meta.chemtube:580, oredict.chemtubeCerium.name
gregtech:gt.meta.chemtube:600, oredict.chemtubeNeodymium.name
gregtech:gt.meta.chemtube:720, oredict.chemtubeHafnium.name
gregtech:gt.meta.chemtube:730, oredict.chemtubeTantalum.name
gregtech:gt.meta.chemtube:740, oredict.chemtubeTungsten.name
gregtech:gt.meta.chemtube:750, oredict.chemtubeRhenium.name
gregtech:gt.meta.chemtube:760, oredict.chemtubeOsmiumElemental.name
gregtech:gt.meta.chemtube:770, oredict.chemtubeIridium.name
gregtech:gt.meta.chemtube:780, oredict.chemtubePlatinum.name
gregtech:gt.meta.chemtube:790, oredict.chemtubeGold.name
gregtech:gt.meta.chemtube:800, oredict.chemtubeMercury.name
gregtech:gt.meta.chemtube:820, oredict.chemtubeLead.name
